Source,location,lat,long
"Marret et al., 1883",YJB5,34.5595,127.5535
"Marret et al., 1884",YJB6,34.52033333,127.6018333
"Marret et al., 1885",YJB7,34.4575,127.6371667
"Marret et al., 1886",YJB8,34.41966667,127.6983333
"Marret et al., 1887",GMB1,34.70216667,127.6716667
"Marret et al., 1888",GMB2,34.65233333,127.6856667
"Marret et al., 1889",GMB3,34.60283333,127.6893333
"Marret et al., 1890",06-350,38.635,-75.121
"Marret et al., 1891",06-352,38.6847,-75.1014
"Marret et al., 1892",06-353,38.8002,-75.1337
"Marret et al., 1893",06-354,42.548,-70.8351
"Marret et al., 1894",06-355,42.5896,-70.665
"Marret et al., 1895",06-357,41.83,-70.3128
"Marret et al., 1896",06-358,41.8766,-70.2528
"Marret et al., 1897",06-359,41.9928,-70.3293
"Marret et al., 1898",06-360,42.0112,-70.2697
"Marret et al., 1899",06-344,41.4418,-70.8991
"Marret et al., 1900",06-345,41.5134,-70.8481
"Marret et al., 1901",06-363,41.551,-71.0607
"Marret et al., 1902",06-346,41.5844,-70.7947
"Marret et al., 1903",06-347,41.6555,-70.744
"Marret et al., 1904",06-348,41.7339,-70.7124
"Marret et al., 1905",06-367,41.4331,-70.6015
"Marret et al., 1906",06-368,41.5571,-70.5257
"Marret et al., 1907",06-369,41.6133,-70.4574
"Marret et al., 1908",06-370,41.7201,-69.9858
"Marret et al., 1909",06-371,42.3483,-71.0535
"Marret et al., 1910",06-373,43.6359,-70.0359
"Marret et al., 1911",06-374,43.6517,-70.1359
"Marret et al., 1912",06-375,43.7843,-69.9748
"Marret et al., 1913",06-376,43.8324,-70.0974
"Marret et al., 1914",06-377,43.8527,-69.8677
"Marret et al., 1915",06-378,44.1199,-68.9373
"Marret et al., 1916",06-379,44.2009,-68.8516
"Marret et al., 1917",06-380,44.2465,-69.0285
"Marret et al., 1918",06-381,44.307,-68.7598
"Marret et al., 1919",06-382,44.1916,-68.3521
"Marret et al., 1920",06-383,44.4027,-68.8905
"Marret et al., 1921",06-384,44.4338,-68.4469
"Marret et al., 1922",06-385,44.5114,-68.79
"Marret et al., 1923",06-386,44.4722,-68.4226
"Marret et al., 1924",06-387,43.8128,-69.7
"Marret et al., 1925",06-388,43.9801,-69.4288
"Marret et al., 1926",06-390,44.4494,-68.249
"Marret et al., 1927",06-392,44.5277,-67.8441
"Marret et al., 1928",06-393,44.669,-67.3461
"Marret et al., 1929",06-343,43.0005,-70.9392
"Marret et al., 1930",06-394,38.9921,-74.8327
"Marret et al., 1931",06-395,39.0912,-74.7386
"Marret et al., 1932",06-396,39.3701,-74.4774
"Marret et al., 1933",06-397,39.4437,-74.4543
"Marret et al., 1934",06-398,39.6404,-74.2051
"Marret et al., 1935",06-399,38.9723,-74.9821
"Marret et al., 1936",06-401,40.6177,-73.4208
"Marret et al., 1937",06-402,40.8601,-72.4805
"Marret et al., 1938",06-403,40.9311,-72.5175
"Marret et al., 1939",06-404,41.0001,-72.4115
"Marret et al., 1940",06-407,41.1076,-72.193
"Marret et al., 1941",06-408,41.5148,-71.3656
"Marret et al., 1942",06-409,41.5968,-71.3662
"Marret et al., 1943",06-412,41.6585,-71.4442
"Marret et al., 1944",06-413,41.6208,-71.3576
"Marret et al., 1945",06-415,41.6672,-71.3719
"Marret et al., 1946",06-416,41.7005,-71.2201
"Marret et al., 1947",06-419,41.722,-71.2621
"Marret et al., 1948",06-418,41.7316,-71.1461
"Marret et al., 1949",06-420,41.7714,-71.3191
"Marret et al., 1950",06-421,41.2621,-72.0086
"Marret et al., 1951",2963,46.232,-63.541
"Marret et al., 1952",2964,46.213,-63.539
"Marret et al., 1953",2965,46.204,-63.536
"Marret et al., 1954",2970,46.37,-62.284
"Marret et al., 1955",2972,46.747,-64.166
"Marret et al., 1956",2973,46.772,-64.119
"Marret et al., 1957",2974,46.768,-64.072
"Marret et al., 1958",2975,46.42,-63.43999722
"Marret et al., 1959",2977,46.4789998,-63.46
"Marret et al., 1960",2979,46.4029998,-63.25
"Marret et al., 1961",2980,46.415,-63.233
"Marret et al., 1962",2985,46.3863006,-63.76443417
"Marret et al., 1963",2986,46.3795539,-63.77558222
"Marret et al., 1964",2994,46.576,-64.062
"Marret et al., 1965",2996,46.0294814,-62.56073972
"Marret et al., 1966",2997,46.0324839,-62.53414694
"Marret et al., 1967",2999,46.1984742,-63.20221194
"Marret et al., 1968",3000,46.2163956,-63.150545
"Marret et al., 1969",ARKIV-269,81.26666667,31.43333333
"Marret et al., 1970",ARKIV-280,81.56666667,31.65
"Marret et al., 1971",ARKIV-287,81.66666667,30.66666667
"Marret et al., 1972",ARKIV-296,81.78333333,31.5
"Marret et al., 1973",ARKIV-310,82.01666667,32.21666667
"Marret et al., 1974",ARKIV-340,82.95,32.05
"Marret et al., 1975",ARKIV-358,84,30.31666667
"Marret et al., 1976",ARKIV-365,85.5,25.28333333
"Marret et al., 1977",ARKIV-372,86.11666667,23.15
"Marret et al., 1978",ARKVI-382,83.4,19.86666667
"Marret et al., 1979",ARKIV-396,82.78333333,16.05
"Marret et al., 1980",ARKIV-423,81.31666667,15.28333333
"Marret et al., 1981",Fram III-1,82.78333333,6.733333333
"Marret et al., 1982",Fram III-7,81.83333333,5.25
"Marret et al., 1983",Fram III-9,81.78333333,4.933333333
"Marret et al., 1984",Fram II-4,85.85,-24.91666667
"Marret et al., 1985",CESAR 103,85.63333333,-110.1166667
"Marret et al., 1986",85200-002,81.43333333,-93.23333333
"Marret et al., 1987",85200-003,81.71666667,-93.4
"Marret et al., 1988",88200-B1,79.08333333,-102.3166667
"Marret et al., 1989",LSSL2001-79,81.46666667,-62.31666667
"Marret et al., 1990",GoM_A3,29.1783,-89.75
"Marret et al., 1991",GoM_A4,29.1333,-89.75
"Marret et al., 1992",GoM_A5,29.07,-89.75
"Marret et al., 1993",GoM_C4,28.95,-90.5243
"Marret et al., 1994",GoM_C6B,28.8697,-90.4673
"Marret et al., 1995",GoM_C8,28.7883,-90.2766
"Marret et al., 1996",GoM_D3,28.7167,-90.8333
"Marret et al., 1997",GoM_E2A,28.7417,-91.25
"Marret et al., 1998",GoM_F3,28.8833,-91.6167
"Marret et al., 1999",GoM_G3,28.9833,-92
"Marret et al., 2000",GoM_H3,29.1583,-92.3833
"Marret et al., 2001",GoM_I4,29.175,-92.75
"Marret et al., 2002",GoM_J4,29.2917,-93.0833
"Marret et al., 2003",GoM_K4,29.325,-93.4167
"Marret et al., 2004",GoM_B6,28.9933,-90.0767
"Marret et al., 2005",GoM_A'2,29.0917,-89.5
"Marret et al., 2006",GoM_A'3,29.0333,-89.5333
"Marret et al., 2007",GoM_A'4,28.9833,-89.5667
"Marret et al., 2008",GoM_A'5,28.95,-89.575
"Marret et al., 2009",GoM_A2,29.2392,-89.75
"Marret et al., 2010",GoM_A7,28.94183333,-89.74966667
"Marret et al., 2011",GoM_B4,29.0275,-90.1208
"Marret et al., 2012",GoM_C6C,28.8686,-90.4903
"Marret et al., 2013",GoM_F0,29.273095,-91.61704
"Marret et al., 2014",GoM_F6,28.5833,-91.6167
"Marret et al., 2015",GoM_P6,29.00149,-93.70985
"Marret et al., 2016",BC313,-64.21,-58.28
"Marret et al., 2017",BC314,-64.21,-58.46
"Marret et al., 2018",BC315,-64.28,-58.6
"Marret et al., 2019",BC316,-64.36,-58.5
"Marret et al., 2020",BC320,-64.81,-60
"Mertens et al., 2014",Ambon,3.65,128.20
"Mertens et al., 2014",Koror,7.30,134.48
"Mertens et al., 2014",Masinloc,15.56,119.94
"Mertens et al., 2014",East Vietnam,15.69,108.68
"Mertens et al., 2014",Shioya Bay,26.66,128.10
