location,Family,Subfamily,genus,species,subspecies,original entry,Source,Calibration,FO_LO,Age,pal_lat
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Egmontodinium,torynum,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Egmontodinium,torynum,NA,50% tithonian,"Helby et al., 1987",0.5 in stage_Tithonian,FO,148.535,-60.013400000000004
Australia Synthesis,Ceratiaceae,all,Endoceratium,exquisitum,NA,15% Albian,"Helby et al., 1987",0.15 in stage_Albian,FO,111.0825,-60.940725
Australia Synthesis,Ceratiaceae,all,Endoceratium,ludbrookiae,NA,65% Albian,"Helby et al., 1987",0.65 in stage_Albian,FO,104.8575,-56.78885
Australia Synthesis,Ceratiaceae,all,Endoceratium,exquisitum,NA,75% Albian,"Helby et al., 1987",0.75 in stage_Albian,LO,103.6125,-55.81775
Australia Synthesis,Ceratiaceae,all,Endoceratium,turneri,NA,55% Aptian,"Helby et al., 1987",0.55 in stage_Aptian,FO,118.9575,-61.964475
Australia Synthesis,Ceratiaceae,all,Endoceratium,turneri,NA,33% Cenomanian,"Helby et al., 1987",0.33 in stage_Cenomanian,LO,98.322,-52.68118
Australia Synthesis,Ceratiaceae,all,Endoceratium,ludbrookiae,NA,75% cenomanian,"Helby et al., 1987",0.75 in stage_Cenomanian,LO,95.55000000000001,-52.154500000000006
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Endoscrinium,kempiae,NA,50% Bathonian,"Helby et al., 1987",0.5 in stage_Bathonian,FO,167.175,-51.082499999999996
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Endoscrinium,irregulare,NA,40% berriassian,"Helby et al., 1987",0.4 in stage_Berriassian,LO,142.762,-64.40088
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Endoscrinium,kempiae,NA,33% Callovian,"Helby et al., 1987",0.33 in stage_Callovian,LO,165.212,-51.2788
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Endoscrinium,irregulare,NA,33% Kimmeridgian,"Helby et al., 1987",0.33 in stage_Kimmeridgian,FO,155.5373,-54.968517000000006
Australia Synthesis,Peridiniaceae,other,Epelidosphaeridia,pentagona,NA,75% Albian,"Helby et al., 1987",0.75 in stage_Albian,LO,103.6125,-55.81775
Australia Synthesis,Peridiniaceae,other,Epelidosphaeridia,pentagona,NA,33% Aptian,"Helby et al., 1987",0.33 in stage_Aptian,FO,121.8945,-62.55468
Australia Synthesis,Gonyaulacaceae,Cribroperidinioideae,Epitricysta,vinckensis,NA,30% Aptian,"Helby et al., 1987",0.3 in stage_Aptian,LO,122.295,-62.650800000000004
Australia Synthesis,Gonyaulacaceae,Cribroperidinioideae,Epitricysta,vinckensis,NA,0% Barremian,"Helby et al., 1987",0 in stage_Barremian,FO,130.77,-64.654
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Flamingoia,cometa,NA,33% berriassian,"Helby et al., 1987",0.33 in stage_Berriassian,LO,143.1554,-64.10189600000001
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Flamingoia,cometa,NA,80%  tithonian,"Helby et al., 1987",0.8 in stage_Tithonian,FO,146.42,-61.62080000000001
Australia Synthesis,misc,misc,Fromea,cylindrica,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,misc,misc,Fromea,chytra,NA,5% Danian,"Helby et al., 1987",0.05 in stage_Danian,LO,65.8185,-47.112809999999996
Australia Synthesis,misc,misc,Fromea,chytra,NA,10% Santonian,"Helby et al., 1987",0.1 in stage_Santonian,FO,85.998,-50.41966
Australia Synthesis,misc,misc,Fromea,cylindrica,NA,0%  tithonian,"Helby et al., 1987",0 in stage_Tithonian,FO,152.06,-57.4374
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Gardodinium,attenuatum,NA,20% Hauterivian,"Helby et al., 1987",0.2 in stage_Hauterivian,LO,133.258,-65.1516
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Gardodinium,lowii,NA,45% Hauterivian,"Helby et al., 1987",0.45 in stage_Hauterivian,LO,132.4805,-64.9961
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Gardodinium,attenuatum,NA,15% Valanginian,"Helby et al., 1987",0.15 in stage_Valanginian,FO,138.56349999999998,-66.2127
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Gardodinium,lowii,NA,50% Valanginian,"Helby et al., 1987",0.5 in stage_Valanginian,FO,136.635,-65.827
Australia Synthesis,Cladopyxiaceae,all,Gillinia,hymenophora,NA,60% Maastrichtian,"Helby et al., 1987",0.6 in stage_Maastrichtian,LO,68.444,-47.79544
Australia Synthesis,Cladopyxiaceae,all,Gillinia,hymenophora,NA,10% Santonian,"Helby et al., 1987",0.1 in stage_Santonian,FO,85.998,-50.41966
Australia Synthesis,Gonyaulacaceae,other,Glossodinium,dimorphum,NA,35% Callovian,"Helby et al., 1987",0.35 in stage_Callovian,FO,165.16,-51.284
Australia Synthesis,Gonyaulacaceae,other,Glossodinium,dimorphum,NA,55% callovian,"Helby et al., 1987",0.55 in stage_Callovian,LO,164.64,-51.336
Australia Synthesis,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,ceratophora,NA,80% berriassian,"Helby et al., 1987",0.8 in stage_Berriassian,LO,140.51399999999998,-66.10936000000001
Australia Synthesis,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,ceratophora,NA,33% oxfordian,"Helby et al., 1987",0.33 in stage_Oxfordian,FO,161.4174,-51.65826
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Herendeenia,postprojecta,NA,40% Aptian,"Helby et al., 1987",0.4 in stage_Aptian,LO,120.96,-62.3304
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Herendeenia,postprojecta,NA,40% barremain,"Helby et al., 1987",0.4 in stage_Barremian,FO,128.982,-64.25568
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Herendeenia,pisciformis,NA,30% Tithonian,"Helby et al., 1987",0.3 in stage_Tithonian,FO,149.945,-58.9418
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Herendeenia,pisciformis,NA,50% tithonian,"Helby et al., 1987",0.5 in stage_Tithonian,LO,148.535,-60.013400000000004
Australia Synthesis,Gonyaulacaceae,Gonyaulacoideae,Hystrichosphaeropsis,galeata,NA,65% Albian,"Helby et al., 1987",0.65 in stage_Albian,FO,104.8575,-56.78885
Australia Synthesis,Gonyaulacaceae,Gonyaulacoideae,Hystrichosphaeropsis,galeata,NA,67% cenomanian,"Helby et al., 1987",0.67 in stage_Cenomanian,LO,96.078,-52.25482
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,korojonense,NA,40% Campanian,"Helby et al., 1987",0.4 in stage_Campanian,FO,79.004,-49.28048
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,pellucidum,NA,50% Campanian,"Helby et al., 1987",0.5 in stage_Campanian,FO,77.845,-49.1414
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,thomasii,NA,75% Campanian,"Helby et al., 1987",0.75 in stage_Campanian,LO,74.94749999999999,-48.7937
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,cretaceum,NA,5% Maastrichtian,"Helby et al., 1987",0.05 in stage_Maastrichtian,LO,71.7495,-48.40994
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,korojonense,NA,5% Maastrichtian,"Helby et al., 1987",0.05 in stage_Maastrichtian,LO,71.7495,-48.40994
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,pellucidum,NA,50% Maastrichtian,"Helby et al., 1987",0.5 in stage_Maastrichtian,LO,69.045,-47.9517
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,cooksoniae,NA,55% Santonian,"Helby et al., 1987",0.55 in stage_Santonian,FO,84.819,-50.21923
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,cooksoniae,NA,75% Santonian,"Helby et al., 1987",0.75 in stage_Santonian,LO,84.295,-50.13015
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,cretaceum,NA,40%  Santonian,"Helby et al., 1987",0.4 in stage_Santonian,FO,85.212,-50.28604
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,thomasii,NA,55% Santonian,"Helby et al., 1987",0.55 in stage_Santonian,FO,84.819,-50.21923
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,glabrum,NA,33% Turonian,"Helby et al., 1987",0.33 in stage_Turonian,FO,92.53710000000001,-51.582049000000005
Australia Synthesis,Peridiniaceae,Deflandreoideae,Isabelidinium,glabrum,NA,33% Turonian,"Helby et al., 1987",0.33 in stage_Turonian,LO,92.53710000000001,-51.582049000000005
Australia Synthesis,Gonyaulacaceae,other,Kaiwaradinium,scrutillinium,NA,50% Barremian,"Helby et al., 1987",0.5 in stage_Barremian,LO,128.535,-64.1484
Australia Synthesis,Gonyaulacaceae,other,Kaiwaradinium,scrutillinium,NA,75% Berriassian,"Helby et al., 1987",0.75 in stage_Berriassian,FO,140.795,-65.89580000000001
Australia Synthesis,Pareodiniaceae,all,Kalyptea,wisemaniae,NA,33% berriassian,"Helby et al., 1987",0.33 in stage_Berriassian,LO,143.1554,-64.10189600000001
Australia Synthesis,Pareodiniaceae,all,Kalyptea,wisemaniae,NA,80% tithonian,"Helby et al., 1987",0.8 in stage_Tithonian,FO,146.42,-61.62080000000001
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,tubulosum,NA,10% Santonian,"Helby et al., 1987",0.1 in stage_Santonian,LO,85.998,-50.41966
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,tubulosum,NA,67% Turonian,"Helby et al., 1987",0.67 in stage_Turonian,FO,91.13289999999999,-51.315250999999996
Australia Synthesis,Gonyaulacaceae,other,Komewuia,glabra,NA,30% Tithonian,"Helby et al., 1987",0.3 in stage_Tithonian,FO,149.945,-58.9418
Australia Synthesis,Gonyaulacaceae,other,Komewuia,glabra,NA,80% tithonian,"Helby et al., 1987",0.8 in stage_Tithonian,LO,146.42,-61.62080000000001
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Leptodinium,ambiguum,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Leptodinium,eumorphum,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Leptodinium,ambiguum,NA,33% oxfordian,"Helby et al., 1987",0.33 in stage_Oxfordian,FO,161.4174,-51.65826
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Leptodinium,eumorphum,NA,0% tithonian,"Helby et al., 1987",0 in stage_Tithonian,FO,152.06,-57.4374
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,arundum,NA,0% Albian,"Helby et al., 1987",0 in stage_Albian,FO,112.95,-61.1835
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,siphoniphorum,NA,75% Albian,"Helby et al., 1987",0.75 in stage_Albian,FO,103.6125,-55.81775
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,arundum,NA,0% Cenomanian,"Helby et al., 1987",0 in stage_Cenomanian,LO,100.5,-53.39
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Litosphaeridium,siphoniphorum,NA,75% cenomanian,"Helby et al., 1987",0.75 in stage_Cenomanian,LO,95.55000000000001,-52.154500000000006
Australia Synthesis,Peridiniaceae,Deflandreoideae,Manumiella,coronata,NA,75% Maastrichtian,"Helby et al., 1987",0.75 in stage_Maastrichtian,FO,67.5425,-47.56105
Australia Synthesis,Peridiniaceae,Deflandreoideae,Manumiella,druggii,NA,40% Maastrichtian,"Helby et al., 1987",0.4 in stage_Maastrichtian,FO,69.646,-48.107960000000006
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Meiourogonyaulax,reticulata,NA,80% berriassian,"Helby et al., 1987",0.8 in stage_Berriassian,LO,140.51399999999998,-66.10936000000001
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Meiourogonyaulax,diaphana,NA,75% tithonian,"Helby et al., 1987",0.75 in stage_Tithonian,FO,146.77249999999998,-61.35290000000001
Australia Synthesis,Cladopyxiaceae,all,Microdinium,ornatum,NA,75% Albian,"Helby et al., 1987",0.75 in stage_Albian,FO,103.6125,-55.81775
Australia Synthesis,Cladopyxiaceae,all,Microdinium,ornatum,NA,67% Turonian,"Helby et al., 1987",0.67 in stage_Turonian,LO,91.13289999999999,-51.315250999999996
Australia Synthesis,Ceratiaceae,all,Muderongia,tetracantha,NA,33% Albian,"Helby et al., 1987",0.33 in stage_Albian,LO,108.8415,-59.89637
Australia Synthesis,Ceratiaceae,all,Muderongia,australis,NA,30% Aptian,"Helby et al., 1987",0.3 in stage_Aptian,LO,122.295,-62.650800000000004
Australia Synthesis,Ceratiaceae,all,Muderongia,simplex,NA,0% Barremian,"Helby et al., 1987",0 in stage_Barremian,LO,130.77,-64.654
Australia Synthesis,Ceratiaceae,all,Muderongia,testudinaria,NA,0% Barremian,"Helby et al., 1987",0 in stage_Barremian,LO,130.77,-64.654
Australia Synthesis,Ceratiaceae,all,Muderongia,testudinaria,NA,0% Barremian,"Helby et al., 1987",0 in stage_Barremian,LO,130.77,-64.654
Australia Synthesis,Ceratiaceae,all,Muderongia,simplex,NA,60% Valanginian,"Helby et al., 1987",0.6 in stage_Valanginian,FO,136.084,-65.7168
Australia Synthesis,Ceratiaceae,all,Muderongia,australis,NA,80% Valanginian,"Helby et al., 1987",0.8 in stage_Valanginian,FO,134.982,-65.4964
Australia Synthesis,Ceratiaceae,all,Muderongia,tetracantha,NA,80% valanginian,"Helby et al., 1987",0.8 in stage_Valanginian,FO,134.982,-65.4964
Australia Synthesis,Peridiniaceae,Deflandreoideae,Nelsoniella,aceras,NA,45% Campanian,"Helby et al., 1987",0.45 in stage_Campanian,LO,78.4245,-49.21094
Australia Synthesis,Peridiniaceae,Deflandreoideae,Nelsoniella,tuberculata,NA,45% Campanian,"Helby et al., 1987",0.45 in stage_Campanian,LO,78.4245,-49.21094
Australia Synthesis,Peridiniaceae,Deflandreoideae,Nelsoniella,aceras,NA,75% Santonian,"Helby et al., 1987",0.75 in stage_Santonian,FO,84.295,-50.13015
Australia Synthesis,Peridiniaceae,Deflandreoideae,Nelsoniella,tuberculata,NA,75% Santonian,"Helby et al., 1987",0.75 in stage_Santonian,FO,84.295,-50.13015
Australia Synthesis,misc,misc,Nummus,similis,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,misc,misc,Nummus,similis,NA,66% Tithonian,"Helby et al., 1987",0.66 in stage_Tithonian,FO,147.40699999999998,-60.870680000000014
Australia Synthesis,misc,misc,Nummus,monoculatus,NA,25% Valanginian,"Helby et al., 1987",0.25 in stage_Valanginian,FO,138.0125,-66.10249999999999
Australia Synthesis,Ceratiaceae,all,Odontochitina,porifera,NA,5% Campanian,"Helby et al., 1987",0.05 in stage_Campanian,LO,83.0605,-49.920285
Australia Synthesis,Ceratiaceae,all,Odontochitina,porifera,NA,10% Santonian,"Helby et al., 1987",0.1 in stage_Santonian,FO,85.998,-50.41966
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Omatia,montgomeryi,NA,30% Tithonian,"Helby et al., 1987",0.3 in stage_Tithonian,FO,149.945,-58.9418
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Omatia,montgomeryi,NA,50% tithonian,"Helby et al., 1987",0.5 in stage_Tithonian,LO,148.535,-60.013400000000004
Australia Synthesis,Peridiniaceae,other,Ovoidinium,cinctum,NA,40% Aptian,"Helby et al., 1987",0.4 in stage_Aptian,LO,120.96,-62.3304
Australia Synthesis,Peridiniaceae,other,Ovoidinium,cinctum,NA,40% barremain,"Helby et al., 1987",0.4 in stage_Barremian,FO,128.982,-64.25568
Australia Synthesis,misc,misc,Palaecysta,palmula,NA,10% tithonian,"Helby et al., 1987",0.1 in stage_Tithonian,FO,151.355,-57.93795000000001
Australia Synthesis,misc,misc,Palaecysta,palmula,NA,90% Valanginian,"Helby et al., 1987",0.9 in stage_Valanginian,LO,134.43099999999998,-65.3862
Australia Synthesis,Peridiniaceae,Palaeoperidinioideae,Palaeohystrichophora,infusorioides,NA,80% Albian,"Helby et al., 1987",0.8 in stage_Albian,FO,102.99,-55.33219999999999
Australia Synthesis,Peridiniaceae,Palaeoperidinioideae,Palaeohystrichophora,infusorioides,NA,5% Maastrichtian,"Helby et al., 1987",0.05 in stage_Maastrichtian,LO,71.7495,-48.40994
Australia Synthesis,misc,misc,Palaeostomocystis,reticulata,NA,40% Campanian,"Helby et al., 1987",0.4 in stage_Campanian,FO,79.004,-49.28048
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Papuadinium,apiculatum,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Papuadinium,apiculatum,NA,50% tithonian,"Helby et al., 1987",0.5 in stage_Tithonian,FO,148.535,-60.013400000000004
Australia Synthesis,Pareodiniaceae,all,Pareodinia,halosa,NA,25% Bajocian,"Helby et al., 1987",0.25 in stage_Bajocian,FO,169.79500000000002,-50.820499999999996
Australia Synthesis,Pareodiniaceae,all,Pareodinia,halosa,NA,10%0 berriassian,"Helby et al., 1987",0.1 in stage_Berriassian,LO,144.44799999999998,-63.119520000000016
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Peridictyocysta,mirabilis,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Peridictyocysta,mirabilis,NA,0% tithonian,"Helby et al., 1987",0 in stage_Tithonian,FO,152.06,-57.4374
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Perisseiasphaeridium,inusitatum,NA,40% berriassian,"Helby et al., 1987",0.4 in stage_Berriassian,LO,142.762,-64.40088
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Perisseiasphaeridium,inusitatum,NA,75% Tithonian,"Helby et al., 1987",0.75 in stage_Tithonian,FO,146.77249999999998,-61.35290000000001
Australia Synthesis,Ceratiaceae,all,Phoberocysta,neocomica,NA,40% Barremian,"Helby et al., 1987",0.4 in stage_Barremian,LO,128.982,-64.25568
Australia Synthesis,Ceratiaceae,all,Phoberocysta,neocomica,NA,60% Valanginian,"Helby et al., 1987",0.6 in stage_Valanginian,FO,136.084,-65.7168
Australia Synthesis,Ceratiaceae,all,Pseudoceratium,iehiense,NA,20% berriassian,"Helby et al., 1987",0.2 in stage_Berriassian,LO,143.886,-63.546640000000004
Australia Synthesis,Ceratiaceae,all,Pseudoceratium,iehiense,NA,80% Tithonian,"Helby et al., 1987",0.8 in stage_Tithonian,FO,146.42,-61.62080000000001
Australia Synthesis,Peridiniaceae,Deflandreoideae,Pyxidiella,tumida,NA,0% barremian,"Helby et al., 1987",0 in stage_Barremian,FO,130.77,-64.654
Australia Synthesis,Peridiniaceae,Deflandreoideae,Pyxidiella,tumida,NA,50% Barremian,"Helby et al., 1987",0.5 in stage_Barremian,LO,128.535,-64.1484
Australia Synthesis,Peridiniaceae,Deflandreoideae,Pyxidiella,pandora,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,Peridiniaceae,Deflandreoideae,Pyxidiella,pandora,NA,33% oxfordian,"Helby et al., 1987",0.33 in stage_Oxfordian,FO,161.4174,-51.65826
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,serrata,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,serrata,NA,50% tithonian,"Helby et al., 1987",0.5 in stage_Tithonian,FO,148.535,-60.013400000000004
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Rigaudella,aemula,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,139.39,-66.378
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Rigaudella,aemula,NA,67% Callovian,"Helby et al., 1987",0.67 in stage_Callovian,FO,164.328,-51.3672
Australia Synthesis,Gonyaulacaceae,other,Scriniodinium,crystallinum,NA,80% berriassian,"Helby et al., 1987",0.8 in stage_Berriassian,LO,140.51399999999998,-66.10936000000001
Australia Synthesis,Gonyaulacaceae,other,Scriniodinium,crystallinum,NA,33% oxfordian,"Helby et al., 1987",0.33 in stage_Oxfordian,FO,161.4174,-51.65826
Australia Synthesis,Areoligeraceae,all,Senoniasphaera,ptomatis,NA,25% Berriassian,"Helby et al., 1987",0.25 in stage_Berriassian,FO,143.605,-63.760200000000005
Australia Synthesis,Areoligeraceae,all,Senoniasphaera,ptomatis,NA,90% valanginian,"Helby et al., 1987",0.9 in stage_Valanginian,LO,134.43099999999998,-65.3862
Australia Synthesis,Gonyaulacaceae,other,Sepispinula,ambigua,NA,40% barremain,"Helby et al., 1987",0.4 in stage_Barremian,FO,128.982,-64.25568
Australia Synthesis,Gonyaulacaceae,other,Sepispinula,ambigua,NA,55% Coniacian,"Helby et al., 1987",0.55 in stage_Coniacian,LO,87.8395,-50.732715
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Sirmiodinium,grossii,NA,20% berriassian,"Helby et al., 1987",0.2 in stage_Berriassian,LO,143.886,-63.546640000000004
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Sirmiodinium,grossii,NA,50% tithonian,"Helby et al., 1987",0.5 in stage_Tithonian,FO,148.535,-60.013400000000004
Australia Synthesis,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,twistringiensis,NA,0% Valanginian,"Helby et al., 1987",0 in stage_Valanginian,FO,139.39,-66.378
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Systematophora,areolata,NA,50% Aptian,"Helby et al., 1987",0.5 in stage_Aptian,LO,119.625,-62.05125
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Systematophora,areolata,NA,66% Tithonian,"Helby et al., 1987",0.66 in stage_Tithonian,FO,147.40699999999998,-60.870680000000014
Australia Synthesis,misc,misc,Ternia,balmei,NA,80% Bathonian,"Helby et al., 1987",0.8 in stage_Bathonian,FO,166.512,-51.148799999999994
Australia Synthesis,misc,misc,Ternia,balmei,NA,60% Callovian,"Helby et al., 1987",0.6 in stage_Callovian,LO,164.51,-51.349
Australia Synthesis,Peridiniaceae,Deflandreoideae,Trithyrodinium,evittii,NA,5% Danian,"Helby et al., 1987",0.05 in stage_Danian,FO,65.8185,-47.112809999999996
Australia Synthesis,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,missilis,NA,60% kimmeridgian,"Helby et al., 1987",0.6 in stage_Kimmeridgian,FO,154.136,-55.96344
Australia Synthesis,Gonyaulacaceae,Gonyaulacoideae,Tubotuberella,missilis,NA,80% kimmeridgian,"Helby et al., 1987",0.8 in stage_Kimmeridgian,LO,153.098,-56.70041999999999
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Valensiella,delicata,NA,80% berriassian,"Helby et al., 1987",0.8 in stage_Berriassian,LO,140.51399999999998,-66.10936000000001
Australia Synthesis,Order Gonyaulacales Family uncertain,uncertain,Valensiella,delicata,NA,50% tithonian,"Helby et al., 1987",0.5 in stage_Tithonian,FO,148.535,-60.013400000000004
Australia Synthesis,Comparodiniaceae,all,Valvaeodinium,spinosum,NA,20% Bathonian,"Helby et al., 1987",0.2 in stage_Bathonian,FO,167.838,-51.0162
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Wanaea,digitata,NA,35% Callovian,"Helby et al., 1987",0.35 in stage_Callovian,FO,165.16,-51.284
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Wanaea,indotata,NA,50% Callovian,"Helby et al., 1987",0.5 in stage_Callovian,LO,164.76999999999998,-51.323
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Wanaea,digitata,NA,25% kimmeridgian,"Helby et al., 1987",0.25 in stage_Kimmeridgian,LO,155.9525,-54.673725000000005
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Wanaea,spectabilis,NA,25% kimmeridgian,"Helby et al., 1987",0.25 in stage_Kimmeridgian,LO,155.9525,-54.673725000000005
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Wanaea,clathrata,NA,33% kimmeridgian,"Helby et al., 1987",0.33 in stage_Kimmeridgian,LO,155.5373,-54.968517000000006
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Wanaea,clathrata,NA,33% oxfordian,"Helby et al., 1987",0.33 in stage_Oxfordian,FO,161.4174,-51.65826
Australia Synthesis,Gonyaulacaceae,Leptodinioideae,Wanaea,spectabilis,NA,33% oxfordian,"Helby et al., 1987",0.33 in stage_Oxfordian,FO,161.4174,-51.65826
Australia Synthesis,Ceratiaceae,all,Xenascus,asperatus,NA,80% Albian,"Helby et al., 1987",0.8 in stage_Albian,FO,102.99,-55.33219999999999
Australia Synthesis,Ceratiaceae,all,Xenascus,asperatus,NA,67% Turonian,"Helby et al., 1987",0.67 in stage_Turonian,LO,91.13289999999999,-51.315250999999996
Australia Synthesis,Peridiniaceae,Deflandreoideae,Xenikoon,australis,NA,10% Campanian,"Helby et al., 1987",0.1 in stage_Campanian,FO,82.481,-49.82177
Australia Synthesis,Peridiniaceae,Deflandreoideae,Xenikoon,australis,NA,45% Campanian,"Helby et al., 1987",0.45 in stage_Campanian,LO,78.4245,-49.21094
Figueira Da Foz,Areoligeraceae,all,Adnatosphaeridium,caulleryi,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,FO,166.07,26.965375
Figueira Da Foz,Gonyaulacaceae,other,Barbatacysta,pilosa,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,FO,166.07,26.965375
Figueira Da Foz,Gonyaulacaceae,other,Compositosphaeridium,polonicum,NA,60% macrocephalus,"Smelror et al., 1991",0.6 in amm_t_Bullatimorphites bullatus,FO,165.782,27.004974999999998
Figueira Da Foz,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,combazii,NA,40% macrocephalus,"Smelror et al., 1991",0.4 in amm_t_Bullatimorphites bullatus,FO,165.878,26.991775
Figueira Da Foz,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,continuum,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,FO,166.07,26.965375
Figueira Da Foz,Gonyaulacaceae,Leptodinioideae,Dichadogonyaulax,sellwoodii,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,FO,166.07,26.965375
Figueira Da Foz,Gonyaulacaceae,Leptodinioideae,Endoscrinium,luridum,NA,80% macrocephalus,"Smelror et al., 1991",0.8 in amm_t_Bullatimorphites bullatus,FO,165.686,27.018175
Figueira Da Foz,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,jurassica,adecta longicornis,60% macrocephalus,"Smelror et al., 1991",0.6 in amm_t_Bullatimorphites bullatus,FO,165.782,27.004974999999998
Figueira Da Foz,Gonyaulacaceae,Gonyaulacoideae,Gonyaulacysta,centriconnata,NA,0% macrocephalus,"Smelror et al., 1991",0 in amm_t_Bullatimorphites bullatus,FO,166.07,26.965375
