source,location,lat,long
"Marret et al., 2020",YJB1,34.77383333,127.4903333
"Marret et al., 2020",MN3M,44.01481,30.010095
"Marret et al., 2020",O1654,55.6,-165.288
"Marret et al., 2020",YJB2,34.73633333,127.5033333
"Marret et al., 2020",YJB3,34.705,127.5096667
"Marret et al., 2020",YJB4,34.658,127.5195
"Marret et al., 2020",YJB5,34.5595,127.5535
"Marret et al., 2020",YJB6,34.52033333,127.6018333
"Marret et al., 2020",YJB7,34.4575,127.6371667
"Marret et al., 2020",YJB8,34.41966667,127.6983333
"Marret et al., 2020",GMB1,34.70216667,127.6716667
"Marret et al., 2020",GMB2,34.65233333,127.6856667
"Marret et al., 2020",GMB3,34.60283333,127.6893333
"Marret et al., 2020",HERMES36,44.7204,31.6537
"Marret et al., 2020",O1653,56.91,-165.14
"Marret et al., 2020",06-350,38.635,-75.121
"Marret et al., 2020",06-352,38.6847,-75.1014
"Marret et al., 2020",06-353,38.8002,-75.1337
"Marret et al., 2020",06-354,42.548,-70.8351
"Marret et al., 2020",06-355,42.5896,-70.665
"Marret et al., 2020",06-357,41.83,-70.3128
"Marret et al., 2020",06-358,41.8766,-70.2528
"Marret et al., 2020",06-359,41.9928,-70.3293
"Marret et al., 2020",06-360,42.0112,-70.2697
"Marret et al., 2020",06-344,41.4418,-70.8991
"Marret et al., 2020",B2016,75.76833,-64.14283
"Marret et al., 2020",Z2054,80.9097,-6.3816
"Marret et al., 2020",MN15A,44.00403167,29.70193167
"Marret et al., 2020",O1652,57.575,-166.797
"Marret et al., 2020",06-345,41.5134,-70.8481
"Marret et al., 2020",06-363,41.551,-71.0607
"Marret et al., 2020",06-346,41.5844,-70.7947
"Marret et al., 2020",06-347,41.6555,-70.744
"Marret et al., 2020",06-348,41.7339,-70.7124
"Marret et al., 2020",06-367,41.4331,-70.6015
"Marret et al., 2020",06-368,41.5571,-70.5257
"Marret et al., 2020",06-369,41.6133,-70.4574
"Marret et al., 2020",06-370,41.7201,-69.9858
"Marret et al., 2020",06-371,42.3483,-71.0535
"Marret et al., 2020",MAR02-68,41.54301667,29.05026667
"Marret et al., 2020",O1651,59.448,-171.9
"Marret et al., 2020",06-373,43.6359,-70.0359
"Marret et al., 2020",06-374,43.6517,-70.1359
"Marret et al., 2020",06-375,43.7843,-69.9748
"Marret et al., 2020",06-376,43.8324,-70.0974
"Marret et al., 2020",06-377,43.8527,-69.8677
"Marret et al., 2020",06-378,44.1199,-68.9373
"Marret et al., 2020",06-379,44.2009,-68.8516
"Marret et al., 2020",06-380,44.2465,-69.0285
"Marret et al., 2020",06-381,44.307,-68.7598
"Marret et al., 2020",06-382,44.1916,-68.3521
"Marret et al., 2020",HERMES27,44.76992,32.11649
"Marret et al., 2020",O1650,60.138,-173.908
"Marret et al., 2020",06-383,44.4027,-68.8905
"Marret et al., 2020",06-384,44.4338,-68.4469
"Marret et al., 2020",06-385,44.5114,-68.79
"Marret et al., 2020",06-386,44.4722,-68.4226
"Marret et al., 2020",06-387,43.8128,-69.7
"Marret et al., 2020",06-388,43.9801,-69.4288
"Marret et al., 2020",06-390,44.4494,-68.249
"Marret et al., 2020",06-392,44.5277,-67.8441
"Marret et al., 2020",06-393,44.669,-67.3461
"Marret et al., 2020",06-343,43.0005,-70.9392
"Marret et al., 2020",HERMES10,44.9535,32.194
"Marret et al., 2020",Z1649,67.578,-169.148
"Marret et al., 2020",06-394,38.9921,-74.8327
"Marret et al., 2020",06-395,39.0912,-74.7386
"Marret et al., 2020",06-396,39.3701,-74.4774
"Marret et al., 2020",06-397,39.4437,-74.4543
"Marret et al., 2020",06-398,39.6404,-74.2051
"Marret et al., 2020",06-399,38.9723,-74.9821
"Marret et al., 2020",06-401,40.6177,-73.4208
"Marret et al., 2020",06-402,40.8601,-72.4805
"Marret et al., 2020",06-403,40.9311,-72.5175
"Marret et al., 2020",06-404,41.0001,-72.4115
"Marret et al., 2020",MN14A,44.49936667,29.8488
"Marret et al., 2020",O1648,61.8,-175.433
"Marret et al., 2020",06-407,41.1076,-72.193
"Marret et al., 2020",06-408,41.5148,-71.3656
"Marret et al., 2020",06-409,41.5968,-71.3662
"Marret et al., 2020",06-412,41.6585,-71.4442
"Marret et al., 2020",06-413,41.6208,-71.3576
"Marret et al., 2020",06-415,41.6672,-71.3719
"Marret et al., 2020",06-416,41.7005,-71.2201
"Marret et al., 2020",06-419,41.722,-71.2621
"Marret et al., 2020",06-418,41.7316,-71.1461
"Marret et al., 2020",06-420,41.7714,-71.3191
"Marret et al., 2020",MN16M,44.01361,29.587125
"Marret et al., 2020",O1647,62.668,-174.365
"Marret et al., 2020",06-421,41.2621,-72.0086
"Marret et al., 2020",2963,46.232,-63.541
"Marret et al., 2020",2964,46.213,-63.539
"Marret et al., 2020",2965,46.204,-63.536
"Marret et al., 2020",2970,46.37,-62.284
"Marret et al., 2020",2972,46.747,-64.166
"Marret et al., 2020",2973,46.772,-64.119
"Marret et al., 2020",2974,46.768,-64.072
"Marret et al., 2020",2975,46.42,-63.43999722
"Marret et al., 2020",2977,46.4789998,-63.46
"Marret et al., 2020",HERMES37,44.60024,31.54174
"Marret et al., 2020",O1646,61.867,-172.583
"Marret et al., 2020",2979,46.4029998,-63.25
"Marret et al., 2020",2980,46.415,-63.233
"Marret et al., 2020",2985,46.3863006,-63.76443417
"Marret et al., 2020",2986,46.3795539,-63.77558222
"Marret et al., 2020",2994,46.576,-64.062
"Marret et al., 2020",2996,46.0294814,-62.56073972
"Marret et al., 2020",2997,46.0324839,-62.53414694
"Marret et al., 2020",2999,46.1984742,-63.20221194
"Marret et al., 2020",3000,46.2163956,-63.150545
"Marret et al., 2020",ARKIV-269,81.26666667,31.43333333
"Marret et al., 2020",CORE45B-1,44.6712,31.2917
"Marret et al., 2020",O1645,60.383,-177.433
"Marret et al., 2020",ARKIV-280,81.56666667,31.65
"Marret et al., 2020",ARKIV-287,81.66666667,30.66666667
"Marret et al., 2020",ARKIV-296,81.78333333,31.5
"Marret et al., 2020",ARKIV-310,82.01666667,32.21666667
"Marret et al., 2020",ARKIV-340,82.95,32.05
"Marret et al., 2020",ARKIV-358,84,30.31666667
"Marret et al., 2020",ARKIV-365,85.5,25.28333333
"Marret et al., 2020",ARKIV-372,86.11666667,23.15
"Marret et al., 2020",ARKVI-382,83.4,19.86666667
"Marret et al., 2020",ARKIV-396,82.78333333,16.05
"Marret et al., 2020",MN9M/9A,45.0052,29.79190556
"Marret et al., 2020",Z1644,68.867,-170.817
"Marret et al., 2020",ARKIV-423,81.31666667,15.28333333
"Marret et al., 2020",Fram III-1,82.78333333,6.733333333
"Marret et al., 2020",Fram III-7,81.83333333,5.25
"Marret et al., 2020",Fram III-9,81.78333333,4.933333333
"Marret et al., 2020",Fram II-4,85.85,-24.91666667
"Marret et al., 2020",CESAR 103,85.63333333,-110.1166667
"Marret et al., 2020",85200-002,81.43333333,-93.23333333
"Marret et al., 2020",85200-003,81.71666667,-93.4
"Marret et al., 2020",88200-B1,79.08333333,-102.3166667
"Marret et al., 2020",LSSL2001-79,81.46666667,-62.31666667
"Marret et al., 2020",MN10A,45.08171833,29.7804
"Marret et al., 2020",Z1643,69.683,-170.25
"Marret et al., 2020",GoM_A3,29.1783,-89.75
"Marret et al., 2020",GoM_A4,29.1333,-89.75
"Marret et al., 2020",GoM_A5,29.07,-89.75
"Marret et al., 2020",GoM_C4,28.95,-90.5243
"Marret et al., 2020",GoM_C6B,28.8697,-90.4673
"Marret et al., 2020",GoM_C8,28.7883,-90.2766
"Marret et al., 2020",GoM_D3,28.7167,-90.8333
"Marret et al., 2020",GoM_E2A,28.7417,-91.25
"Marret et al., 2020",GoM_F3,28.8833,-91.6167
"Marret et al., 2020",GoM_G3,28.9833,-92
"Marret et al., 2020",G2037,49.29,-63.99
"Marret et al., 2020",S2033,54.41,-56.01
"Marret et al., 2020",B2015,75.83317,-62.5165
"Marret et al., 2020",Y2055,80.481,-8.4873
"Marret et al., 2020",MN10M,45.08171833,29.7804
"Marret et al., 2020",Z1642,68.867,-168.25
"Marret et al., 2020",GoM_H3,29.1583,-92.3833
"Marret et al., 2020",GoM_I4,29.175,-92.75
"Marret et al., 2020",GoM_J4,29.2917,-93.0833
"Marret et al., 2020",GoM_K4,29.325,-93.4167
"Marret et al., 2020",GoM_B6,28.9933,-90.0767
"Marret et al., 2020",GoM_A'2,29.0917,-89.5
"Marret et al., 2020",GoM_A'3,29.0333,-89.5333
"Marret et al., 2020",GoM_A'4,28.9833,-89.5667
"Marret et al., 2020",GoM_A'5,28.95,-89.575
"Marret et al., 2020",GoM_A2,29.2392,-89.75
"Marret et al., 2020",MAR02-01,40.35325,27.38736667
"Marret et al., 2020",Z1641,67.917,-167.6
"Marret et al., 2020",GoM_A7,28.94183333,-89.74966667
"Marret et al., 2020",GoM_B4,29.0275,-90.1208
"Marret et al., 2020",GoM_C6C,28.8686,-90.4903
"Marret et al., 2020",GoM_F0,29.273095,-91.61704
"Marret et al., 2020",GoM_F6,28.5833,-91.6167
"Marret et al., 2020",GoM_P6,29.00149,-93.70985
"Marret et al., 2020",BC313,-64.21,-58.28
"Marret et al., 2020",BC314,-64.21,-58.46
"Marret et al., 2020",BC315,-64.28,-58.6
"Marret et al., 2020",BC316,-64.36,-58.5
"Marret et al., 2020",MAR02-10,40.528,27.3875
"Marret et al., 2020",Z1640,67.55,-168.008
"Marret et al., 2020",BC320,-64.81,-60
"Marret et al., 2020",MAR98-02,40.9,27.6
"Marret et al., 2020",Z1639,67.992,-166.975
"Marret et al., 2020",MAR97-12,40.8,27.8
"Marret et al., 2020",Z1638,67.392,-167.333
"Marret et al., 2020",MAR97-11,40.7,28.4
"Marret et al., 2020",Z1637,66.833,-166.567
"Marret et al., 2020",MAR94-05,40.9,28.1
"Marret et al., 2020",Z1636,67.3,-166.083
"Marret et al., 2020",MAR02-78,41.33,28.84
"Marret et al., 2020",Z1635,67.383,-165.392
"Marret et al., 2020",MAR02-45,41.68503333,28.31746667
"Marret et al., 2020",R1634,54.5,144.21
"Marret et al., 2020",MAR05-51,41.4939,29.0732
"Marret et al., 2020",R1633,53.83,144.24
"Marret et al., 2020",B2014,75.98167,-65.4445
"Marret et al., 2020",Y2056,80.3698,-9.9756
"Marret et al., 2020",MN8M,45.01554164,29.99306592
"Marret et al., 2020",R1632,45.55,144.31
"Marret et al., 2020",MN8A,45.01554164,29.99306592
"Marret et al., 2020",R1631,47.66,149.77
"Marret et al., 2020",MN7A,44.98501667,30.2506
"Marret et al., 2020",R1630,47.96,151.88
"Marret et al., 2020",MN13M,44.01481,30.010095
"Marret et al., 2020",R1629,49.36,152.9
"Marret et al., 2020",MN18M,44.00211986,29.02436125
"Marret et al., 2020",R1628,50.23,154.29
"Marret et al., 2020",HERMES6,45.0069,32.3392
"Marret et al., 2020",R1627,50.45,154.77
"Marret et al., 2020",HERMES12A,44.9386,32.1892
"Marret et al., 2020",R1626,52.02,153.58
"Marret et al., 2020",HERMES 18,44.82983333,32.1165
"Marret et al., 2020",R1625,51.99,154.04
"Marret et al., 2020",HERMES33,44.72274,31.92686
"Marret et al., 2020",R1624,53.22,146.25
"Marret et al., 2020",HERMES40,44.68356,31.3674
"Marret et al., 2020",R1623,53.44,146.09
"Marret et al., 2020",A2057,79.3438,-3.0533
"Marret et al., 2020",B2013,75.99,-66.31817
"Marret et al., 2020",HERMES43,44.6294,31.2181
"Marret et al., 2020",R1622,54.88,145.27
"Marret et al., 2020",HERMES44,44.666,31.29105
"Marret et al., 2020",R1621,54.88,142.87
"Marret et al., 2020",7MUC5,42.98,32.01
"Marret et al., 2020",R1620,54.9,141.97
"Marret et al., 2020",14MUC7,44.58,36.35
"Marret et al., 2020",R1619,54.47,141.97
"Marret et al., 2020",17MUC4,44.68,36.03
"Marret et al., 2020",R1618,48.61,146.12
"Marret et al., 2020",20MUC3,43.95,35.63
"Marret et al., 2020",R1617,47.98,146.16
"Marret et al., 2020",24MUC1,41.46,37.18
"Marret et al., 2020",R1616,45.44,144.11
"Marret et al., 2020",32-23MUC,43.51,32.46
"Marret et al., 2020",R1615,54.39,145.92
"Marret et al., 2020",42-3MUC,44.65,32.23
"Marret et al., 2020",R1614,54.4,145.14
"Marret et al., 2020",59-1MUC,41.7,36.91
"Marret et al., 2020",O1613,63.02,-173.46
"Marret et al., 2020",A2058,76.9637,-3.447
"Marret et al., 2020",B2012,73.58767,-58.09417
"Marret et al., 2020",Ash3,44.51,37.95
"Marret et al., 2020",O1612,62.39,-174.57
"Marret et al., 2020",26-2MUC,45.01,31.13
"Marret et al., 2020",O1611,62.01,-175.05
"Marret et al., 2020",28-1MUC,44.75,31.38
"Marret et al., 2020",R1610,49.34,150.5
"Marret et al., 2020",29-11MUC,44.56,31.55
"Marret et al., 2020",R1609,52.84,144.79
"Marret et al., 2020",30-4MUC,44.26,31.81
"Marret et al., 2020",R1608,48.3,146.13
"Marret et al., 2020",31-4MUC,43.9,32.16
"Marret et al., 2020",R1607,48.17,146.18
"Marret et al., 2020",37-2MUC,44.65,32.23
"Marret et al., 2020",R1606,51.91,152.27
"Marret et al., 2020",43-6MUC,44.26,36.3
"Marret et al., 2020",R1605,51.69,149.07
"Marret et al., 2020",44-1MUC,44.38,36.05
"Marret et al., 2020",R1604,53.86,146.75
"Marret et al., 2020",47-1MUC,44.6,36.4
"Marret et al., 2020",R1603,51.15,145.31
"Marret et al., 2020",A2059,76.9635,-3.449
"Marret et al., 2020",B2011,73.26533,-57.84917
"Marret et al., 2020",48-3MUC,44.76,36.45
"Marret et al., 2020",P1602,48.36,146.03
"Marret et al., 2020",49-1MUC,44.46,36.18
"Marret et al., 2020",P1598,38,162.68
"Marret et al., 2020",51-1MUC,42.03,36.71
"Marret et al., 2020",P1597,38.01,164.45
"Marret et al., 2020",54-1MUC,41.96,36.71
"Marret et al., 2020",P1596,38.04,169.28
"Marret et al., 2020",55-2MUC,41.9,36.76
"Marret et al., 2020",P1593,40.89,-177.68
"Marret et al., 2020",66-15MUC,43.51,36.08
"Marret et al., 2020",P1591,45.5,-158.5
"Marret et al., 2020",Ash 04,44.53,38.01
"Marret et al., 2020",P1590,49.68,-152.55
"Marret et al., 2020",GeoB7625-2,41.44033333,31.06666667
"Marret et al., 2020",P1585,53,-157.19
"Marret et al., 2020",GC27,44.83773333,32.02
"Marret et al., 2020",O1583,54.57,-168.81
"Marret et al., 2020",GC49,44.8512,31.98663333
"Marret et al., 2020",O1582,54.79,-170.33
"Marret et al., 2020",A2060,75.7398,-3.1508
"Marret et al., 2020",B2010,70.76017,-56.75433
"Marret et al., 2020",GGC4,41.838833,28.687167
"Marret et al., 2020",O1581,57.65,-175.68
"Marret et al., 2020",GGC7,41.835833,28.690167
"Marret et al., 2020",O1580,60.13,-179.44
"Marret et al., 2020",GGC72,42.207,34.053833
"Marret et al., 2020",O1579,59.51,-179.85
"Marret et al., 2020",AII 1451,43.57,29.525
"Marret et al., 2020",O1578,54.98,177.96
"Marret et al., 2020",B2KS33 0-1,42.83835333,32.59295333
"Marret et al., 2020",O1577,54.05,179.09
"Marret et al., 2020",B2KS38 0-1,43.80424,30.40111
"Marret et al., 2020",O1576,53.11,178.9
"Marret et al., 2020",Core 22-MUC-1,42.22196667,36.48883333
"Marret et al., 2020",O1575,52.74,179.85
"Marret et al., 2020",Core 25-MUC-2,42.1021,36.62126667
"Marret et al., 2020",P1572,51.27,167.7
"Marret et al., 2020",P1571,51.9,166.49
"Marret et al., 2020",SH1,45.665,31.61666667
"Marret et al., 2020",P1570,52.7,164.92
"Marret et al., 2020",SH2,45.665,31.61666667
"Marret et al., 2020",A2061,75.084,-6.812
"Marret et al., 2020",L2009,64.36133,-52.96167
"Marret et al., 2020",P1569,51.86,163.16
"Marret et al., 2020",SH5,45.417,31.21716667
"Marret et al., 2020",P1568,49.61,160.38
"Marret et al., 2020",SH6,45.2515,31.33366667
"Marret et al., 2020",P1567,46.97,156.98
"Marret et al., 2020",SH7,45.24983333,31.6275
"Marret et al., 2020",A1565,75.996,4.326
"Marret et al., 2020",DM18,40.83075,27.8771
"Marret et al., 2020",A1564,77.627,9.935
"Marret et al., 2020",SOA 131,46.522,37.47617
"Marret et al., 2020",A1563,75.989,13.645
"Marret et al., 2020",SOA 48,46.8166,37.54403
"Marret et al., 2020",A1562,77.353,11.165
"Marret et al., 2020",N4(A),45.33946667,36.47165
"Marret et al., 2020",A1561,76.002,12.891
"Marret et al., 2020",US01,38.73,53.18
"Marret et al., 2020",A1560,77.996,5.973
"Marret et al., 2020",US24,43.31806667,49.1002
"Marret et al., 2020",A1559,76.806,11.994
"Marret et al., 2020",US26,43.32266667,49.093
"Marret et al., 2020",A2062,75.085,-6.8126
"Marret et al., 2020",L2008,64.46567,-52.927
"Marret et al., 2020",A1558,75.931,6.827
"Marret et al., 2020",AS17-5,46.51777778,60.69861111
"Marret et al., 2020",A1556,78.136,8.507
"Marret et al., 2020",KBG0801,41.85,53
"Marret et al., 2020",A1555,78.167,6.546
"Marret et al., 2020",CS10,36.80694444,52.55077778
"Marret et al., 2020",A1554,77.995,4.124
"Marret et al., 2020",CS03,37.59119444,49.57127778
"Marret et al., 2020",A1553,75.995,11.002
"Marret et al., 2020",Torkmen20,37.08333333,53.58333333
"Marret et al., 2020",A1552,75.982,8.323
"Marret et al., 2020",Astara20s,38.4,49.01666667
"Marret et al., 2020",A1551,77.622,8.989
"Marret et al., 2020",Astara20w,38.4,49.01666667
"Marret et al., 2020",Astara100,38.36666667,49.13333333
"Marret et al., 2020",B1550,69.93,-63.06
"Marret et al., 2020",B1549,68.34,-56.74
"Marret et al., 2020",Babolsar_100,36.81666667,52.65
"Marret et al., 2020",B1548,69.26,-52.42
"Marret et al., 2020",Babolsar_20,36.76666667,52.66666667
"Marret et al., 2020",A2007,61.609,-20.703
"Marret et al., 2020",T2063,48.81,-53.41
"Marret et al., 2020",Anzali100,37.6,49.53333333
"Marret et al., 2020",B1547,69.22,-51.94
"Marret et al., 2020",Anzali20,37.5,49.48333333
"Marret et al., 2020",B1546,69.16,-51.53
"Marret et al., 2020",B1545,68.4,-55.9
"Marret et al., 2020",BTorkman1,36.89713889,54.04427778
"Marret et al., 2020",B1544,75.667,-71.4
"Marret et al., 2020",BTorkman2,36.89925,54.04613889
"Marret et al., 2020",B1543,75.008,-72.717
"Marret et al., 2020",TR1,37.06213889,54.03306111
"Marret et al., 2020",Anzali09,37.44905556,49.3805
"Marret et al., 2020",B1542,75.217,-75.3
"Marret et al., 2020",Anzali3,37.48,49.31
"Marret et al., 2020",B1541,75.283,-74.45
"Marret et al., 2020",Anzali2,37.45,49.36
"Marret et al., 2020",B1540,75.467,-71.867
"Marret et al., 2020",AnzaIi1,37.4,49.48
"Marret et al., 2020",B1539,75.55,-71
"Marret et al., 2020",Anzali4,37.41,49.43
"Marret et al., 2020",B1538,75.617,-70.083
"Marret et al., 2020",L2006,65.21,-55.53
"Marret et al., 2020",T2064,47.85,-53.58
"Marret et al., 2020",Anzali6,37.41,49.41
"Marret et al., 2020",B1537,76.158,-71.4
"Marret et al., 2020",Awaza,39.95,52.85
"Marret et al., 2020",B1536,76.233,-70.5
"Marret et al., 2020",B1535,76.667,-74.083
"Marret et al., 2020",Elet,39.95,49.4
"Marret et al., 2020",B1534,77,-74.083
"Marret et al., 2020",Gorgan 1,36.95,53.98
"Marret et al., 2020",B1533,72.202,-65.972
"Marret et al., 2020",Gorgan 2,36.95,53.93
"Marret et al., 2020",B1532,73.7,-66.998
"Marret et al., 2020",Gorgan 3,36.96,53.9
"Marret et al., 2020",B1531,73.688,-64.562
"Marret et al., 2020",Gorgan 4,36.96,53.81
"Marret et al., 2020",B1529,74.767,-67.75
"Marret et al., 2020",Gorgan 5,36.98,53.76
"Marret et al., 2020",B1528,74.433,-70.15
"Marret et al., 2020",Gorgan 6,36.98,53.73
"Marret et al., 2020",B1527,74.55,-71
"Marret et al., 2020",Gorgan 7,36.98,53.68
"Marret et al., 2020",G2038,49.5,-66
"Marret et al., 2020",S2032,54.48,-56.07
"Marret et al., 2020",L2005,64.19,-54.17
"Marret et al., 2020",T2065,48.06,-53.33
"Marret et al., 2020",B1526,74.617,-72
"Marret et al., 2020",Gorgan 13,36.95,53.25
"Marret et al., 2020",B1525,74.717,-73.783
"Marret et al., 2020",Gorgan 12,36.96,53.2
"Marret et al., 2020",B1524,74.85,-75.85
"Marret et al., 2020",Gorgan 11,36.98,53.16
"Marret et al., 2020",B1523,74.933,-72.333
"Marret et al., 2020",Gorgan 10,36.98,53.13
"Marret et al., 2020",B1522,75.203,-70.742
"Marret et al., 2020",Gorgan 9,36.98,53.1
"Marret et al., 2020",B1521,75.337,-69.917
"Marret et al., 2020",Gorgan 8,37,53.06
"Marret et al., 2020",B1520,75.467,-69.083
"Marret et al., 2020",M14GB1,37.5,49.93
"Marret et al., 2020",B1519,75.925,-71.05
"Marret et al., 2020",M14GB2,37.48,48.96
"Marret et al., 2020",B1518,75.447,-71.85
"Marret et al., 2020",NSM1,37.48,49.9
"Marret et al., 2020",B1517,75.8,-66.55
"Marret et al., 2020",NSM2,37.53,49.9
"Marret et al., 2020",L2004,62.97,-51.3
"Marret et al., 2020",T2066,47.24,-54.61
"Marret et al., 2020",B1516,75.65,-67
"Marret et al., 2020",NSM3,37.55,49.88
"Marret et al., 2020",B1515,75.233,-68.083
"Marret et al., 2020",NSM4,37.56,49.88
"Marret et al., 2020",B1514,74.783,-69.633
"Marret et al., 2020",NSM5,37.58,49.88
"Marret et al., 2020",B1513,74.133,-72.133
"Marret et al., 2020",CH2/1,45.96,59.23
"Marret et al., 2020",AS-saltpond,45.039,58.58
"Marret et al., 2020",B1512,73.95,-73.083
"Marret et al., 2020",4209,30.35,-11.08
"Marret et al., 2020",B1511,73.783,-74.133
"Marret et al., 2020",4207,30.86,-11.07
"Marret et al., 2020",B1510,75.392,-73.567
"Marret et al., 2020",4206,31.49,-11.01
"Marret et al., 2020",B1509,75.75,-68.467
"Marret et al., 2020",4205,32.18,-11.64
"Marret et al., 2020",B1508,75.8,-69.333
"Marret et al., 2020",4204,32.01,-11.94
"Marret et al., 2020",B1507,76,-73.167
"Marret et al., 2020",L2003,62.97,-51.61
"Marret et al., 2020",T2067,47.14,-54.55
"Marret et al., 2020",4202,32.47,-13.66
"Marret et al., 2020",B1506,76.033,-74.383
"Marret et al., 2020",4211,30.19,-10.82
"Marret et al., 2020",B1505,76.129,-72.358
"Marret et al., 2020",4212,29.6,-10.95
"Marret et al., 2020",B1504,70.462,-64.657
"Marret et al., 2020",4214,29.78,-11.19
"Marret et al., 2020",B1503,68.228,-57.618
"Marret et al., 2020",4215,30.03,-11.55
"Marret et al., 2020",B1502,74.092,-78.719
"Marret et al., 2020",4221,29.77,-12.33
"Marret et al., 2020",B1501,74.023,-77.116
"Marret et al., 2020",4223,29.01,-12.46
"Marret et al., 2020",B1500,75.579,-78.63
"Marret et al., 2020",4228,29.47,-12.99
"Marret et al., 2020",B1499,76.573,-73.955
"Marret et al., 2020",4237,28.72,-13.01
"Marret et al., 2020",B1498,76.329,-71.421
"Marret et al., 2020",4239,28.49,-13.18
"Marret et al., 2020",B1497,76.979,-71.891
"Marret et al., 2020",L2002,63.44,-51.78
"Marret et al., 2020",T2068,46.99,-54.7
"Marret et al., 2020",4241,29.15,-15.46
"Marret et al., 2020",B1496,77.288,-74.343
"Marret et al., 2020",6872,-0.33,8.03
"Marret et al., 2020",B1495,75.469,-70.635
"Marret et al., 2020",6871,-0.72,6.93
"Marret et al., 2020",B1493,61.464,-58.036
"Marret et al., 2020",6867,-2.2,5.1
"Marret et al., 2020",B1492,70.091,-52.893
"Marret et al., 2020",6865,2.67,6.05
"Marret et al., 2020",B1491,70.996,-58.768
"Marret et al., 2020",6864,3.15,6.28
"Marret et al., 2020",B1490,68.996,-59.772
"Marret et al., 2020",6863,3.38,6.4
"Marret et al., 2020",B1489,69.03,-59.32
"Marret et al., 2020",6862,3.53,6.48
"Marret et al., 2020",B1488,70.969,-61.301
"Marret et al., 2020",6861,3.62,6.5
"Marret et al., 2020",B1487,68.082,-58.057
"Marret et al., 2020",6860,3.72,6.48
"Marret et al., 2020",B1486,64.449,-52.783
"Marret et al., 2020",L2001,61.34,-61.12
"Marret et al., 2020",L2069,65,-59
"Marret et al., 2020",6859,3.9,6.48
"Marret et al., 2020",B1485,63.565,-54.494
"Marret et al., 2020",6856,4.8,3.4
"Marret et al., 2020",B1484,69.17,-51.395
"Marret et al., 2020",6855,5.5,3.77
"Marret et al., 2020",B1483,68.864,-53.328
"Marret et al., 2020",6854,6.02,3.6
"Marret et al., 2020",B1482,64.15,-51.431
"Marret et al., 2020",6852,6.07,3.63
"Marret et al., 2020",Z1481,71.27,-137.18
"Marret et al., 2020",6850,6.1,3.67
"Marret et al., 2020",Z1480,74.26,-90.99
"Marret et al., 2020",6849,6.17,3.7
"Marret et al., 2020",P1478,16.155,-98.108
"Marret et al., 2020",6848,6.27,3.73
"Marret et al., 2020",P1477,16.844,-99.9
"Marret et al., 2020",6845,5.55,1.15
"Marret et al., 2020",P1476,16.648,-99.562
"Marret et al., 2020",6844,5.72,1.15
"Marret et al., 2020",P1475,16.759,-99.966
"Marret et al., 2020",L2000,61.27,-60.87
"Marret et al., 2020",L2070,64,-58
"Marret et al., 2020",6843,5.77,1.15
"Marret et al., 2020",P1474,16.814,-99.924
"Marret et al., 2020",6842,5.32,1.15
"Marret et al., 2020",P1473,16.921,-100.1
"Marret et al., 2020",6841,5.32,1.15
"Marret et al., 2020",P1472,17.138,-100.766
"Marret et al., 2020",6838,4.65,1.18
"Marret et al., 2020",P1471,17.118,-100.785
"Marret et al., 2020",6837,3.67,0.73
"Marret et al., 2020",P1470,17.409,-101.681
"Marret et al., 2020",6836,4.15,-1.08
"Marret et al., 2020",P1469,17.488,-101.606
"Marret et al., 2020",6835,4.23,-1.15
"Marret et al., 2020",P1468,17.521,-101.586
"Marret et al., 2020",6833,4.32,-1.15
"Marret et al., 2020",P1467,17.575,-101.541
"Marret et al., 2020",6832,4.33,-1.13
"Marret et al., 2020",P1466,17.896,-102.096
"Marret et al., 2020",6831,4.35,-1.15
"Marret et al., 2020",P1465,17.915,-102.419
"Marret et al., 2020",B1999,70.75,-54.88
"Marret et al., 2020",B2071,68.84,-66.27
"Marret et al., 2020",6830,4.35,-1.15
"Marret et al., 2020",P1464,17.789,-102.469
"Marret et al., 2020",6829,4.38,-1.15
"Marret et al., 2020",P1463,17.737,-102.481
"Marret et al., 2020",6828,4.42,-1.13
"Marret et al., 2020",P1462,18.089,-103.027
"Marret et al., 2020",6827,4.97,-1.13
"Marret et al., 2020",P1461,18.135,-102.975
"Marret et al., 2020",6825,4.67,-1.78
"Marret et al., 2020",P1460,18.539,-103.786
"Marret et al., 2020",6824,4.77,-2.2
"Marret et al., 2020",P1459,18.573,-103.737
"Marret et al., 2020",6823,4.67,-2.23
"Marret et al., 2020",P1458,18.805,-104.009
"Marret et al., 2020",6821,4.55,-2.3
"Marret et al., 2020",P1457,18.827,-103.986
"Marret et al., 2020",6820,4.5,-2.3
"Marret et al., 2020",P1456,18.964,-104.751
"Marret et al., 2020",6819,4.43,-2.33
"Marret et al., 2020",P1455,19.064,-104.694
"Marret et al., 2020",B1998,70.59,-55.07
"Marret et al., 2020",L2072,62.54,-52.63
"Marret et al., 2020",6818,4.38,-2.37
"Marret et al., 2020",P1454,19.103,-104.676
"Marret et al., 2020",6817,4.32,-2.38
"Marret et al., 2020",P1453,19.148,-104.643
"Marret et al., 2020",6815,4.97,-4.52
"Marret et al., 2020",P1452,19.386,-105.125
"Marret et al., 2020",6807,3.72,-3.05
"Marret et al., 2020",P1451,19.801,-105.425
"Marret et al., 2020",6806,4.95,-4.55
